YEAR,NO2,O3,RADSOL,WD,PBAR,SO2
2014.0,9.575833333333334,11.509583333333332,,240.6445833333333,622.7070833333333,9.520833333333334
2014.0,9.212916666666668,16.291666666666668,,124.66208333333331,623.0654166666667,34.18083333333333
2014.0,6.898333333333333,16.484166666666667,,170.44125,623.1895833333333,38.13291666666667
2014.0,7.21375,12.206666666666663,,245.5795833333333,623.0616666666666,16.475833333333334
2014.0,7.396666666666667,17.2925,,180.25956521739133,625.2787500000001,16.057142857142857
2014.0,7.768333333333333,17.155833333333334,,155.60875,624.81875,30.292916666666667
2014.0,8.481666666666667,14.55375,,137.70041666666663,623.8058333333333,25.475416666666664
2014.0,6.69625,13.849166666666669,,160.66375,624.2504166666666,27.11125
2014.0,7.139166666666667,13.5475,,239.9925,624.3983333333333,21.07166666666667
2014.0,8.396666666666667,13.937916666666666,,249.85,624.285,10.572916666666666
2014.0,8.724583333333333,10.434166666666668,,127.90875,624.6454166666666,33.915
2014.0,6.392500000000001,21.230833333333333,,149.73583333333332,625.3412500000001,50.001666666666665
2014.0,9.562083333333334,13.982916666666666,,237.7083333333333,624.5733333333334,11.6125
2014.0,8.347916666666666,15.502916666666666,,230.0175,623.9575,16.309583333333332
2014.0,7.098333333333334,17.215416666666666,,240.1233333333333,623.60875,10.595416666666669
2014.0,7.910833333333333,12.915,,258.17125,623.3154166666667,11.115
2014.0,8.445833333333333,16.714583333333334,,232.63,623.1433333333333,12.515416666666669
2014.0,6.490416666666667,17.041666666666668,,190.0483333333333,622.3504166666667,22.797083333333333
2014.0,7.306249999999999,17.085833333333333,,243.6375,621.1295833333334,8.01125
2014.0,7.805,13.848333333333334,,257.8575,621.8108333333333,7.81875
2014.0,8.282083333333334,12.175416666666669,,98.78,625.0216666666666,28.84125
2014.0,7.265833333333333,17.195833333333333,,67.97583333333334,626.4045833333333,61.91583333333333
2014.0,6.514166666666667,18.72875,,141.93,625.0133333333333,47.38625
2014.0,9.07,16.015416666666667,,170.34875,623.8054166666667,27.33458333333333
2014.0,9.544166666666667,17.892083333333336,,170.66,622.1933333333333,20.99875
2014.0,8.309583333333334,17.544166666666666,,247.2745833333333,621.4429166666666,11.05625
2014.0,9.36875,14.432916666666666,,260.66125,620.715,6.253333333333334
2014.0,6.387083333333333,15.782916666666663,,90.73166666666668,621.3175,55.876666666666665
2014.0,5.7195833333333335,13.686666666666667,,162.14083333333335,621.6679166666667,29.51833333333333
2014.0,6.495833333333334,12.52125,,240.24916666666664,621.76125,5.6241666666666665
2014.0,7.111250000000001,14.837916666666668,,96.63791666666668,622.5745833333333,29.60458333333333
2014.0,5.71625,17.223333333333333,,129.0475,623.29125,39.21791666666667
2014.0,6.555,18.82166666666667,,127.2825,623.88625,46.45416666666667
2014.0,6.890416666666667,15.35625,,170.89333333333332,623.7508333333334,16.288333333333334
2014.0,6.370416666666666,11.564166666666669,,131.83333333333334,622.2683333333333,31.58833333333333
2014.0,5.952500000000001,16.893333333333334,,149.9,621.7791666666666,41.47958333333333
2014.0,7.891666666666667,13.575,,233.0041666666667,622.225,8.696250000000001
2014.0,7.842083333333334,12.339583333333332,,230.0716666666667,622.2516666666667,8.490833333333333
2014.0,7.579583333333333,13.762916666666667,,174.0895833333333,621.8908333333334,20.62625
2014.0,7.415,13.85625,,246.17625,620.8895833333333,7.365416666666667
2014.0,8.25625,15.275416666666668,,260.34083333333336,620.3100000000001,8.886666666666667
2014.0,8.46375,16.035416666666666,,252.435,619.8183333333333,7.90625
2014.0,7.868749999999999,14.146666666666668,,160.16208333333333,620.3229166666666,31.887083333333333
2014.0,6.172916666666667,14.372083333333334,,172.6966666666667,620.6791666666667,38.57083333333333
2014.0,7.383333333333333,10.76,,230.01875,620.2829166666667,6.682083333333334
2014.0,6.010416666666667,13.907083333333333,,84.22333333333333,622.7920833333334,49.7875
2014.0,6.759583333333333,17.392500000000002,,107.12083333333334,623.5600000000001,36.31
2014.0,9.047083333333331,15.160416666666668,,185.775,622.5508333333333,16.596666666666668
2014.0,7.265833333333333,17.371666666666666,,228.0925,620.9129166666667,7.72125
2014.0,5.614166666666667,15.855833333333337,,262.38125,621.9104166666667,8.427916666666667
2014.0,6.489999999999999,9.97625,,176.43375,621.4320833333333,8.584999999999999
2014.0,6.60625,14.81125,,209.495,621.1995833333334,10.669583333333334
2014.0,8.092916666666666,18.258333333333333,,243.0725,620.01,9.619583333333331
2014.0,6.927499999999999,18.652916666666663,,225.43166666666664,618.9966666666667,8.23
2014.0,6.325,17.735833333333332,,252.87625,618.9741666666666,7.565833333333334
2014.0,9.599583333333332,13.839583333333332,,245.86291666666668,619.31375,9.681666666666668
2014.0,5.852916666666666,10.632916666666668,,59.07791666666666,621.3270833333333,31.504166666666663
2014.0,5.01,13.345833333333331,,59.375416666666666,624.04875,27.73
2014.0,5.939583333333334,15.48625,,89.96791666666667,623.3116666666666,34.5
2014.0,7.02625,15.2375,,117.63,621.3029166666666,46.055416666666666
2014.0,7.020416666666667,17.304583333333333,,102.11291666666666,620.8454166666667,36.79333333333333
2014.0,8.218333333333334,14.9625,,116.23916666666666,621.2708333333334,38.26375
2014.0,6.7275,18.98208333333333,,137.54666666666665,621.095,37.76291666666666
2014.0,5.7875000000000005,18.313333333333333,,153.01250000000002,620.95875,34.399166666666666
2014.0,7.449583333333333,16.663333333333334,,140.34375,621.2595833333334,20.06
2014.0,6.000416666666666,18.015,,149.92583333333334,621.5962499999999,24.751666666666665
2014.0,7.4575,16.404999999999998,,167.15833333333333,621.3704166666666,16.35291666666667
2014.0,6.675833333333333,18.576666666666668,,173.4045833333333,620.68875,17.00583333333333
2014.0,6.965833333333333,15.144166666666663,,130.00708333333333,621.3575,21.11
2014.0,6.492083333333333,17.632083333333334,,182.40916666666664,621.6479166666667,14.643333333333333
2014.0,7.675833333333333,16.755416666666665,,209.8608333333333,620.4066666666666,9.472083333333334
2014.0,5.363333333333333,12.95625,,199.21791666666664,619.8045833333333,9.417916666666668
2014.0,6.372916666666666,8.80125,,216.15666666666667,619.17375,6.96625
2014.0,6.12875,10.393333333333333,,80.06583333333333,619.1520833333333,8.81375
2014.0,6.285833333333334,15.471666666666666,,71.75125,619.0649999999999,23.35708333333333
2014.0,6.335416666666667,13.379166666666668,,68.16250000000001,618.57375,39.65958333333334
2014.0,5.78875,17.267916666666668,,68.995,618.51,61.99125
2014.0,7.0687500000000005,12.828333333333331,,65.28958333333334,618.1675,57.5825
2014.0,6.264583333333333,12.560833333333331,,96.66541666666666,617.5608333333333,54.95291666666666
2014.0,5.863333333333333,10.095416666666669,,108.20208333333332,617.7837499999999,29.88
2014.0,5.874583333333334,9.060833333333331,,84.23833333333333,618.3733333333333,23.58125
2014.0,4.889166666666667,11.954583333333334,,117.41833333333334,618.10375,22.3225
2014.0,6.524166666666667,13.832083333333337,,175.83583333333334,617.4058333333334,11.030833333333334
2014.0,6.5808333333333335,13.405,,111.09291666666668,617.9854166666667,17.565
2014.0,5.970833333333334,16.825,,82.04708333333333,619.1133333333333,37.6025
2014.0,6.410416666666666,17.899583333333332,,149.91625000000002,619.2583333333333,23.14333333333333
2014.0,7.2525,15.4,,151.08833333333334,619.03125,13.423333333333334
2014.0,5.459166666666667,14.012083333333337,,102.39958333333334,618.5854166666667,48.17
2014.0,5.3220833333333335,16.53125,,185.80791666666667,618.4941666666667,17.44333333333333
2014.0,6.134166666666666,13.565,,126.46916666666668,619.0458333333333,18.3025
2014.0,5.593333333333334,15.951666666666666,,120.32625,619.7216666666667,21.930833333333336
2014.0,6.759166666666666,14.954583333333332,,119.17625,619.6891666666667,16.878333333333334
2014.0,6.49625,13.162916666666668,,114.83083333333332,619.6370833333334,16.657083333333333
2014.0,6.6125,12.414166666666668,,176.24375,619.7162500000001,25.80375
2014.0,6.4325,11.191250000000002,,150.72416666666666,619.49125,9.361666666666666
2014.0,6.7316666666666665,19.219166666666663,,152.31208333333333,619.19125,17.866249999999997
2014.0,5.5125,12.494166666666668,,251.8925,619.8595833333334,6.2058333333333335
2014.0,5.829166666666667,13.86375,,228.85458333333327,619.69625,9.299166666666666
2014.0,7.387916666666666,11.024583333333332,,187.3720833333333,619.2504166666666,9.87375
2014.0,5.645833333333333,8.694166666666666,,161.91375,618.7145833333333,8.437916666666666
2014.0,7.6725,11.206666666666663,,215.5386956521739,618.7145833333333,11.79
2014.0,5.66125,12.521666666666668,,181.93565217391307,619.28125,14.447916666666666
2014.0,5.221666666666667,14.772083333333336,,97.3475,619.6654166666666,24.41125
2014.0,7.504166666666666,9.335416666666667,,124.74458333333332,619.5695833333333,10.657916666666669
2014.0,6.079166666666667,10.269583333333332,,126.8175,618.4133333333333,16.750833333333333
2014.0,7.3379166666666675,10.655,,167.34166666666667,618.5241666666667,8.383750000000001
2014.0,5.9025,12.191666666666668,,71.355,619.4420833333334,12.696666666666664
2014.0,5.440833333333334,11.522916666666667,,65.20875,620.5583333333333,22.49083333333333
2014.0,5.4375,12.046666666666669,,70.52875,620.6795833333333,15.275416666666668
2014.0,5.7925,11.790416666666667,,87.84916666666668,619.54125,18.48375
2014.0,6.9925,14.753749999999998,,198.07333333333327,619.3654166666666,10.472083333333332
2014.0,6.291250000000001,14.035000000000002,,207.615,620.0754166666667,15.468333333333334
2014.0,5.982083333333333,18.679583333333333,,152.53875,619.9399999999999,13.255416666666669
2014.0,5.597083333333334,16.60625,,162.44083333333333,618.97625,9.462916666666668
2014.0,7.09,12.208333333333334,,149.52041666666665,619.3816666666667,12.020833333333334
2014.0,6.640416666666667,12.434166666666668,,91.98208333333334,619.9025,26.95625
2014.0,5.470833333333334,13.70625,,70.285,619.88625,34.93416666666667
2014.0,7.013750000000001,12.1,,144.9704166666667,619.9495833333334,20.12833333333333
2014.0,7.268333333333333,13.897916666666667,,155.55249999999998,619.2866666666666,8.793750000000001
2014.0,6.454583333333333,12.92875,,176.4575,619.2624999999999,8.009166666666667
2014.0,7.125416666666666,15.075416666666667,,245.12458333333333,619.3195833333333,7.089583333333334
2014.0,7.699166666666667,14.234583333333331,,213.31791666666663,619.57,8.25625
2014.0,6.799166666666667,13.660833333333334,,190.48166666666668,619.9904166666666,8.471666666666666
2014.0,5.877916666666667,19.017916666666668,,189.7983333333333,619.9554166666667,7.71125
2014.0,6.83625,13.345875,,91.62458333333332,619.3881818181818,10.277083333333334
2014.0,6.377083333333334,12.04375,,87.16041666666666,619.2666666666667,18.99333333333333
2014.0,6.2625,11.42875,,72.41208333333334,619.2216666666667,27.434583333333336
2014.0,5.597916666666666,12.781666666666666,,121.78375,619.0679166666666,23.07958333333333
2014.0,7.113333333333333,14.90625,,156.31166666666667,619.255,11.48125
2014.0,7.767083333333333,13.06375,,135.77291666666667,619.2558333333333,9.524583333333334
2014.0,6.330000000000001,15.02,,117.06916666666666,619.4925,9.799166666666666
2014.0,7.177499999999999,12.530416666666667,,177.285,620.2433333333333,10.711666666666666
2014.0,6.827083333333333,14.333333333333334,,171.89166666666665,619.7633333333333,10.069583333333332
2014.0,6.6225,12.134166666666667,,145.54708333333335,619.1670833333334,12.347499999999998
2014.0,6.670000000000001,16.03125,,197.59666666666664,618.7933333333334,7.67125
2014.0,8.107083333333334,18.32875,,183.45041666666668,618.2379166666667,9.957916666666668
2014.0,6.2,13.58125,,77.16958333333334,618.0675,14.110416666666666
2014.0,5.91875,12.997916666666669,,86.49208333333333,618.2183333333334,14.33625
2014.0,6.265416666666667,13.600833333333334,,74.50458333333334,618.2166666666667,13.651666666666666
2014.0,7.213333333333334,13.228333333333332,,106.715,618.7666666666667,21.68166666666667
2014.0,5.653333333333333,16.218333333333334,,160.67541666666668,619.0404166666666,14.1675
2014.0,6.144166666666667,12.151666666666666,,165.97458333333333,618.84,8.468333333333334
2014.0,7.195,10.931666666666668,,194.2995833333333,618.6062499999999,9.2425
2014.0,5.805833333333333,10.869166666666668,,194.4183333333333,618.43875,7.435
2014.0,5.787083333333334,14.65125,,130.65333333333334,617.9325,12.204166666666666
2014.0,5.935,9.98875,,75.75625000000001,617.94125,11.619166666666668
2014.0,5.6125,12.6,,120.6875,618.5870833333333,11.615833333333336
2014.0,6.177916666666667,14.2,,118.88,618.3412500000001,18.265833333333333
2014.0,6.319583333333334,12.378749999999998,,137.38125,618.4554166666667,11.085833333333332
2014.0,6.8254166666666665,11.625,,154.1966666666667,618.0029166666667,8.134166666666667
2014.0,6.418333333333333,15.292916666666663,,150.75083333333333,618.0962499999999,11.892916666666666
2014.0,6.415833333333333,12.96625,,192.21625,618.0458333333333,9.465
2014.0,7.604166666666667,14.635416666666666,,203.00375,617.61,8.535
2014.0,6.179583333333333,15.172083333333331,,212.9658333333333,617.2845833333333,7.727916666666666
2014.0,7.619583333333334,12.2725,,181.8825,617.4425,9.284583333333334
2014.0,7.138333333333333,12.55,,99.63708333333334,617.985,13.149583333333332
2014.0,5.535,9.173333333333334,,64.92583333333333,617.6170833333333,22.36375
2014.0,5.2683333333333335,12.563333333333333,,100.14833333333333,616.8445833333334,22.895
2014.0,5.37,15.22625,,233.2491666666667,616.4770833333333,7.56125
2014.0,7.94375,15.20625,,238.49541666666664,616.3841666666667,8.370833333333334
2014.0,7.057916666666666,13.11,,82.09583333333333,616.9295833333333,12.280833333333334
2014.0,6.65625,14.205,,81.91541666666667,617.2933333333334,18.54083333333333
2014.0,7.572916666666667,14.486666666666666,,153.87375,616.3891666666667,15.765833333333331
2014.0,7.615416666666667,14.765,,145.47291666666666,614.9054166666666,12.551666666666668
2014.0,8.011666666666667,10.746250000000002,,146.15875,615.2575,12.053333333333333
2014.0,5.90875,13.340000000000002,,98.57875,615.6525,14.2975
2014.0,6.260000000000001,13.632916666666668,,105.52041666666668,615.6629166666667,17.108333333333334
2014.0,6.7525,13.205,,156.84833333333333,615.4070833333334,8.079166666666667
2014.0,6.645,7.760000000000001,,223.5675,617.8658333333334,7.139583333333333
2014.0,5.883333333333333,7.41375,,162.35708333333335,623.465,9.58375
2014.0,6.58625,10.752916666666666,,201.1995833333333,624.8441666666666,11.71
2014.0,7.145,13.637083333333337,,149.30333333333334,624.17125,16.072916666666668
2014.0,6.23,11.331666666666663,,66.34782608695652,623.87,42.715833333333336
2014.0,5.93375,11.065833333333332,,68.06708333333333,624.2683333333333,44.906666666666666
2014.0,5.752916666666667,10.347916666666666,,95.51083333333334,623.8479166666667,17.140416666666667
2014.0,6.094166666666666,10.387916666666667,,102.14666666666666,622.52,15.413333333333334
2014.0,6.271666666666667,11.9525,,92.06666666666666,621.9766666666667,28.9225
2014.0,6.940416666666667,10.274583333333334,,99.67791666666666,622.1004166666667,27.10875
2014.0,7.730833333333333,10.545833333333333,,98.92166666666668,622.0820833333333,30.30541666666667
2014.0,6.228333333333333,9.655416666666666,,91.11291666666666,623.7358333333333,23.3125
2014.0,6.482500000000001,10.231666666666667,,64.75083333333333,624.6708333333333,48.555
2014.0,6.115416666666667,10.532916666666669,,75.69458333333334,624.3158333333333,38.31208333333333
2014.0,6.605833333333333,8.333333333333334,,117.715,623.4320833333334,33.47208333333334
2014.0,6.544583333333333,8.795833333333333,,139.03791666666666,622.9133333333333,8.77875
2014.0,5.8620833333333335,9.00375,,196.78375000000003,622.9608333333333,16.492083333333333
2014.0,6.374583333333334,12.01875,,221.2670833333333,623.1133333333333,10.84375
2014.0,5.858333333333333,10.630416666666669,,113.34625,623.6329166666667,22.58875
2014.0,5.920416666666667,10.50625,,119.39083333333332,623.6495833333333,16.99875
2014.0,5.39875,8.791666666666666,,59.25625,623.56875,29.027083333333334
2014.0,6.322083333333333,11.607916666666666,,64.37666666666667,623.8145833333333,44.23916666666667
2014.0,6.37625,12.521666666666668,,75.52625,623.8379166666667,48.00875
2014.0,6.69625,12.142083333333334,,98.71,622.8195833333333,31.71
2014.0,6.303333333333334,11.786666666666669,,77.44208333333334,622.01,17.715833333333332
2014.0,6.562916666666666,12.42625,,88.93666666666667,622.1891666666667,31.399583333333336
2014.0,6.288333333333333,9.417916666666668,,117.65041666666669,621.8675,36.085
2014.0,6.422499999999999,12.357083333333334,,119.52291666666667,621.35,55.04541666666666
2014.0,5.8625,13.061666666666667,,118.17583333333334,621.085,20.51
2014.0,7.37625,9.792916666666668,,141.4275,622.3970833333334,12.498333333333331
2014.0,6.228333333333333,11.3125,,142.75666666666666,624.4833333333333,15.961666666666666
2014.0,6.15125,10.228333333333332,,163.9275,624.6404166666667,24.476250000000004
2014.0,4.79375,11.950416666666667,,201.8075,623.3429166666666,7.5025
2014.0,7.8175,10.4325,,239.22416666666663,623.2658333333334,6.6325
2014.0,6.515833333333333,15.045833333333334,,126.04416666666668,623.7145833333333,24.176666666666662
2014.0,8.161666666666667,15.465000000000002,,100.10291666666666,623.5804166666667,41.6475
2014.0,7.148260869565218,15.06375,,107.74583333333334,622.8275,29.706666666666667
2014.0,7.5025,11.49125,,135.48833333333332,622.7075,33.735416666666666
2014.0,8.13125,13.555833333333332,,137.82916666666668,622.77125,24.54083333333333
2014.0,7.357500000000001,16.390833333333333,,148.40041666666667,622.8325,19.35375
2014.0,9.585416666666667,15.919166666666667,,205.78333333333333,622.6379166666667,11.804166666666667
2014.0,7.265000000000001,14.308750000000002,,75.08833333333332,624.1866666666666,71.89125
2014.0,7.226666666666667,15.465000000000002,,79.905,624.5254166666667,51.29541666666666
2014.0,9.73875,17.894166666666667,,131.1875,623.55375,53.68625
2014.0,7.494583333333334,12.081208333333334,,130.21916666666667,625.6804761904763,24.389166666666664
2014.0,5.97125,9.0575,,73.04,630.3820833333333,26.478125
2014.0,5.390833333333333,9.575416666666667,,72.30458333333333,630.3054166666667,42.610416666666666
2014.0,6.517916666666667,8.317916666666667,,81.68583333333333,629.57,37.80125
2014.0,6.18125,8.01,,62.9825,629.4920833333333,58.89416666666667
2014.0,5.91375,10.680416666666666,,63.01416666666666,630.5829166666666,61.4375
2014.0,5.3758333333333335,11.110833333333332,,59.696666666666665,632.0691666666667,32.58083333333334
2014.0,5.8445833333333335,9.725833333333332,,63.552083333333336,633.5570833333334,47.04125
2014.0,6.369583333333334,11.968333333333334,,67.64999999999999,633.8716666666667,27.25125
2014.0,5.47125,13.565833333333332,,83.1375,632.08,28.540000000000003
2014.0,5.770416666666667,17.071666666666665,,185.195,630.8679166666667,26.08333333333333
2014.0,8.9675,15.768333333333333,,169.48333333333332,631.1825,15.039583333333333
2014.0,7.592916666666666,14.825833333333334,,80.16083333333334,632.1195833333333,39.87166666666666
2014.0,5.75875,12.20625,,80.47208333333333,632.3874999999999,30.992500000000003
2014.0,5.952500000000001,9.64875,,62.57916666666666,633.0783333333334,27.75
2014.0,5.285,12.185833333333331,,62.435833333333335,634.0270833333333,38.02875
2014.0,5.1925,13.39,,68.63375,633.6279166666667,34.358333333333334
2014.0,6.656666666666666,11.914583333333333,,113.46708333333332,632.4729166666667,36.49125
2014.0,5.8187500000000005,12.31875,,116.71541666666668,630.9108333333334,33.41375
2014.0,6.550416666666667,7.285833333333333,,178.58916666666667,631.12125,12.225833333333334
2014.0,8.200000000000001,9.66625,,155.83,632.1041666666666,9.69
2014.0,5.572500000000001,11.85125,,157.81,631.3579166666667,20.49875
2014.0,6.277916666666667,8.438333333333334,,188.89,630.7091666666666,12.448333333333332
2014.0,5.220833333333333,13.125,,73.55,631.7370833333333,46.04375
2014.0,5.861666666666667,9.510833333333332,,174.31916666666666,630.5775,19.2875
2014.0,6.191666666666666,7.83625,,229.81541666666664,630.3225,8.254583333333334
2014.0,5.044583333333334,8.609583333333333,,175.86166666666668,630.5366666666667,6.271249999999999
2014.0,7.9125,8.334583333333333,,160.15916666666666,631.6291666666667,14.6575
2014.0,6.7775,11.377083333333331,,130.46625,631.76375,29.114166666666662
2014.0,6.135000000000001,10.904583333333331,,178.12416666666664,631.4187499999999,20.230416666666667
2014.0,6.002916666666667,8.866666666666667,,251.545,630.9662500000001,6.044999999999999
2014.0,5.497083333333333,9.044583333333334,,192.88,630.985,7.12
2014.0,6.966666666666666,8.896666666666667,,203.67125,632.1358333333334,10.975833333333334
2014.0,7.280833333333334,9.6075,,149.85083333333333,632.4704166666667,19.46125
2014.0,5.020833333333333,11.665833333333332,,156.12875,631.6754166666667,19.105
2014.0,6.2475,10.73625,,177.59416666666667,630.7554166666666,9.595416666666669
2014.0,5.698333333333333,8.389999999999999,,221.05291666666668,630.3774999999999,6.1375
2014.0,5.541666666666667,9.970416666666669,,244.36041666666665,629.2575,5.9775
2014.0,7.1275,8.140833333333333,,218.4295833333333,629.6233333333333,5.684583333333333
2014.0,7.765833333333333,13.904166666666669,,214.89416666666668,631.0283333333333,10.665833333333332
2014.0,5.9991666666666665,12.364583333333334,,81.06333333333333,633.2741666666667,33.464166666666664
2014.0,5.93,12.594583333333333,,73.00750000000001,633.66875,44.82125
2014.0,7.432083333333334,14.34625,,93.82666666666668,632.5775,37.14083333333333
2014.0,6.771249999999999,11.19875,,138.95166666666668,630.9383333333334,20.45583333333333
2014.0,8.832083333333333,14.572916666666666,,163.3975,630.59,7.770833333333333
2014.0,8.8575,13.391666666666666,,83.58749999999999,631.0266666666666,14.472916666666668
2014.0,6.314583333333334,15.197083333333332,,77.11958333333334,631.9795833333334,28.155833333333334
2014.0,6.703749999999999,12.36625,,102.52708333333334,630.6833333333333,34.310833333333335
2014.0,7.472916666666666,13.780416666666667,,133.7125,630.5983333333334,25.08458333333333
